x_m,y_m,z_m,pressure_Pa,temperature_K
0.195162881,0.285953373,0.00150000001,578.939336,318.845176
0.202075507,0.293585819,0.00150000001,673.571724,319.313999
0.196654879,0.288110571,0.00150000001,596.876881,318.879577
0.193514345,0.285654956,0.00150000001,606.982578,318.80976
0.201886966,0.294037663,0.0033676631,668.78098,319.247933
0.198290953,0.292257846,0.00350000011,653.291807,318.654229
0.200099106,0.29381662,0.00150000001,673.050657,319.244491
0.192522149,0.285512837,0.00163539623,616.43201,318.756634
0.198846714,0.294339571,0.00350000011,688.731945,318.905359
0.19169724,0.287702593,0.00150000001,620.302652,318.815741
0.191982894,0.289271517,0.00150000001,627.75409,318.813512
0.196148044,0.294272114,0.00150000001,696.770306,319.15414
0.191635506,0.289468951,0.00350000011,624.189831,318.33963
0.189989063,0.288133962,0.00350000011,620.625381,318.452992
0.196572668,0.295603064,0.00350000011,711.348225,318.917926
0.195214494,0.29531984,0.00350000011,714.506869,318.800726
